12,Florida,389.6079,53647.87899,1128214,1132263,1197885,724100,1753429,2716853,2525283,2742034,2776147,2321394,1339375,544659,15702256,3359031,59320,571276,12653,625079,572021,7736311,4996650,2739661,2213645,2870052,1173134,881778,381693,141777,74232,2.65,1767583,4276237,4450224,2827938,1138820,328745,176198,4758186,15478643,43029,921742,9495353,561448,7170686,360504,1487313,149311,26125,2055,283776,12912,6251,350,314555,19443,206647,16873,2601526,141631,5000679,247492,92995,721621,480934,250829,1206140,532646,169445,738389,1245305,1994422,1162995,498858,400774,1436154,1941005,282046,234394,632657,463418,284742,1165166,1170104,56375,831658,314612,683022,6673096,1093978,1115871,594638,17770,7736311,501668,336220,373897,395566,389849,403533,374840,369767,333959,636409,780637,956629,630460,383876,406699,462302,5601599,2134712,5375414,2360897,756991,6979320,1640833,6095478,2896436,4839875,389971,7346340,160809,7575502,1654881,6081430,756733,6979578,829342,3286536,1612308,10616325,428837,3707904,1872126,13559620,713319,2525579,9493,47860,66795,497382,2213,10233,117976,498866,88565,471225,935162,4339918,1108233,9943457,8285775,7420475,865300,191414,24068,56816,134920,111706,578412,8804699,28,149402,164489,467098,117813,52974,154578,333984,2637268,17951164,7610126,12900284
13,Georgia,180.2583,57716.32971,656677,690084,724774,433705,1010328,1440774,1374134,1407128,1259758,867295,403369,135821,6098889,3289020,37440,414481,6233,291872,265912,3758798,2524982,1233816,1020757,1243550,623374,505820,227722,87224,50351,2.7,885498,1909067,1936098,1324801,590536,149171,93108,2749494,7271588,26646,556950,4834622,290560,2902691,128405,1484724,139700,15880,1292,209983,7625,2807,197,132022,5737,86515,7604,440612,20026,2627375,116794,51378,322629,516354,135693,554257,319046,113365,300552,595308,1002203,454119,234783,234935,766883,1052122,109160,106471,271840,180341,120586,524492,549920,25419,409157,301260,416971,3388891,691017,461489,285361,7864,3758798,256027,167485,174868,180334,178396,181342,165233,165385,154356,289741,375873,473216,325385,208013,219647,243497,2969138,789660,2870753,888045,372869,3385929,603134,3155664,1092374,2666424,201033,3557765,56805,3701993,690820,3067978,371648,3387150,531056,1937670,857405,5427554,140097,1236553,672464,5294856,682103,2490257,8993,27398,41679,363429,1562,4509,73518,211587,48239,209741,222438,746920,542642,4823843,4248085,3787591,460494,114935,5131,10563,71329,52394,278764,4502437,29,86251,103866,185796,29553,10850,75019,137967,1351097,8862562,3165921,6762872
15,Hawaii,221.4263,6422.426099,88842,84852,83615,47329,124451,204307,178976,174021,182095,143921,71174,38511,354847,26025,3710,537355,142997,17433,339727,459424,319348,140076,111372,147455,74889,59424,32321,15929,18034,3,79721,271648,314170,215777,74614,22900,14175,325063,1044130,2110,59964,680258,30269,164967,7968,10356,1065,1561,80,287145,7541,63098,5084,8378,463,144753,8068,58648,3722,147563,6922,9737,50668,20229,15281,77536,40110,10154,45334,69940,140425,111164,30106,59574,94770,141152,18191,21502,56370,40502,21692,74658,82690,5321,58733,19275,45402,418362,136320,72443,51804,1329,459424,23833,12787,13409,13649,13672,15930,14488,16759,13915,30521,43068,64715,51859,37678,45592,47549,369066,90358,353619,105805,62283,397141,132959,326465,165877,293547,19227,440197,13532,445892,116269,343155,48418,411006,35585,263034,74874,761343,20190,229158,32169,307547,2207,21270,792,2659,32381,496758,28117,111103,1451,14603,33532,299595,19605,124148,26908,272496,573951,475427,98524,44207,4145,5394,31920,11293,33940,670910,27,19724,8821,31197,5739,3008,14353,19133,52746,1316593,476207,1052427
16,Idaho,20.78465,82645.13137,114361,124020,127418,75348,161047,224974,214214,200024,211455,160197,76577,28115,1545409,11918,23136,24287,2755,59676,50569,630008,425705,204303,165662,227976,87329,73084,43441,19918,12598,2.68,102929,305181,399909,207179,69784,16921,13653,451807,1199559,4053,92913,792237,35879,716611,31145,4804,448,9475,960,12042,379,1178,153,29979,1292,18148,1502,95712,5144,657137,27681,39590,61463,76960,21662,95988,38776,12629,41120,77470,177544,73964,35889,39182,110643,166151,27023,14547,46564,29832,20794,82073,93802,19879,74202,44562,62165,520922,115250,94266,59749,2050,630008,35930,27455,30236,31435,30350,34295,31412,30467,28208,56425,71145,81513,55916,30920,28976,25325,486371,143637,464339,165669,84101,545907,131361,498647,202504,427504,30154,599854,17807,612201,128813,501195,77254,552754,68640,366042,130315,860687,22301,238300,186762,1331208,3386,7782,5510,16640,4111,19725,771,1863,12062,46917,8654,40894,43616,166838,159451,1224791,691136,613669,77467,6245,1855,6642,20956,6187,48649,733021,21,13835,14915,41008,7779,3170,10674,24776,179079,1516989,552416,1187509
17,Illinois,230.0446,55513.71527,767193,788135,830433,505765,1192806,1770290,1644531,1672220,1656724,1113365,574441,254728,9134903,1813590,33460,698524,4477,757231,328446,4846134,3109762,1736372,1436641,1580010,732569,628405,299113,108912,60484,2.57,937042,2254524,2484708,1831438,862440,199455,116692,3228360,9091563,23288,645047,6250862,394981,4641819,219482,737482,121318,15623,1543,364712,16067,2487,136,371754,24945,116985,11490,1027468,70207,4034102,179431,65484,333807,749476,187923,663163,409516,113822,453306,743209,1441934,566907,292957,229358,1017959,1404034,199240,136631,341616,215039,180746,641691,724348,19927,431452,399686,538493,4423055,741931,514362,560780,10734,4846134,302966,185043,202275,214860,199555,205949,193652,196109,173996,350877,458466,622330,464761,313318,360394,401583,3795821,1050313,3689482,1156652,452682,4393452,1052668,3793466,1408737,3437397,225657,4620477,109539,4736595,922213,3923921,418099,4428035,488516,2363535,906274,6838774,163083,1714660,841977,8102031,453271,1283299,5327,27151,74314,610732,547,3789,131250,620329,51187,269638,345198,1805394,647632,7018348,4972358,4487622,484736,599410,4938,39242,182930,48874,304213,5847752,29,62187,65185,200037,48348,21958,35517,137032,859612,11731871,4254404,8857221
18,Indiana,186.0554,35826.43886,418685,432282,448714,272810,662719,866437,820001,852467,868000,597215,300064,126309,5553391,626587,15782,151979,2506,145747,169711,2570419,1663199,907220,745340,896257,381176,316736,147190,52844,30876,2.52,495390,1480084,1282863,749078,311229,64915,46934,1668419,4749871,19189,348870,3202509,161351,2735431,117374,264096,31697,7659,447,73853,3161,1252,134,66279,3680,53939,4858,199799,11958,2611955,110236,41008,193097,605886,81188,350468,175514,47309,167414,268775,736272,279417,146581,109580,438681,657684,92827,55611,186506,112981,78794,303884,362857,13904,268215,335561,295004,2329329,339686,236750,291463,5281,2570419,156214,110585,124421,128386,127126,136263,123768,124246,110151,217387,272913,343893,225581,134083,126397,109005,1997864,572555,1943771,626648,232519,2337900,465941,2104478,818234,1752185,131585,2438834,41964,2528455,525318,2045101,267319,2303100,284058,1253151,508695,3427898,75243,912344,605867,4790731,161212,437548,2551,12447,26340,116795,339,2060,35338,107378,36349,126434,100682,348894,548077,4574218,2879554,2599677,279877,34137,3369,12867,67673,24338,124527,3021938,24,43728,48760,129559,27206,12294,22044,97099,551909,6014666,2175634,4636748
19,Iowa,56.20947,55853.71964,196427,203492,206175,122643,317986,395064,375627,380420,416152,290141,158199,77182,2826070,116359,11976,75741,3729,39048,66585,1265473,802826,462647,371006,466898,170258,147756,71916,25237,12402,2.4,165514,648398,681042,403801,135213,34033,24784,797393,2225241,6377,166549,1613902,62573,1475214,51021,51043,6040,5309,391,38978,1956,1667,142,20163,1246,21528,1777,84865,5698,1414888,46980,60131,103928,240510,45805,186537,78935,25498,123750,118156,393873,119270,68012,49497,244818,340195,51151,21882,87924,53598,48313,152010,181308,19251,134657,136436,142359,1096908,216782,156000,140905,3307,1265473,66420,52441,57678,57736,56912,62253,55532,59799,53574,105150,137854,181100,122120,71996,66951,57957,996642,268831,961489,303984,161472,1104001,298642,966831,395366,870107,53295,1212178,24669,1240804,234050,1031423,141115,1124358,98650,616620,213572,1608665,35900,466777,275643,2465246,34517,73851,2803,8642,11910,62035,1135,2499,8039,30130,14075,49659,37928,144768,248882,2360267,1419323,1287488,131835,18365,2264,7226,51588,10882,77674,1509648,19,19659,20247,66204,17898,7409,11937,42317,144607,2951518,1071155,2329732
20,Kansas,35.60062,81758.47452,191113,199946,200771,119240,297303,382955,353313,345213,371471,254325,132595,62407,2455935,170291,24010,85794,2382,71683,100557,1129227,731014,398213,328600,395093,159629,138230,68369,25848,13458,2.51,172126,492807,602276,400938,173172,37218,23742,772562,2026454,5976,155092,1440453,61002,1237200,46930,76787,6504,10791,916,44713,1580,1186,73,35775,2217,34001,2782,155133,9413,1126680,40523,45189,92354,178869,39836,153030,71990,27550,88243,138475,356141,119400,64674,64702,220656,335678,44731,25791,77195,52330,38454,135200,163066,12822,124403,101379,108748,964041,224014,133820,115605,2973,1129227,62968,46693,50380,51267,53203,56487,53697,53159,48298,91858,120111,150834,104341,62508,64078,59345,895797,233430,865077,264150,137029,992198,254978,874249,343296,785931,47339,1081888,17552,1111675,212652,916575,117473,1011754,104280,594856,201013,1495136,32446,398325,248308,2142920,39323,120239,4409,17936,11847,71977,329,1966,14501,56112,19022,77167,64909,271842,203452,1947037,1310367,1181623,128744,7794,2231,4976,33249,10428,66393,1369045,19,24714,20691,58596,13566,5623,17887,35367,251030,2600061,829218,2138409
21,Kentucky,112.6588,39491.38584,274592,275466,287352,171896,420653,577567,553430,584789,593169,424404,209419,76315,3868479,358928,9386,65191,3182,43601,100285,1734618,1135835,598783,496130,610074,277243,210311,91861,32063,16936,2.49,414784,993098,880129,428846,216508,55258,30470,1054000,3233917,9878,222585,1978477,116945,1733662,93801,159485,16649,3645,396,32447,1061,1418,75,20090,1399,27730,3564,70286,4122,1686928,91344,41661,118003,285711,47893,234087,123446,30921,108992,165983,475576,172772,89209,84223,261329,421227,56609,38436,110529,69376,50214,193247,231490,12473,167469,180837,185241,1379944,281576,160746,152345,3866,1734618,144526,100269,97230,95205,89829,92381,84457,81588,72837,137816,169846,209367,135761,81095,74722,67689,1263695,470923,1220233,514385,164131,1570487,283715,1450903,611113,1123505,131796,1602822,31776,1702842,372394,1362224,191969,1542649,231275,753963,440439,2196483,75296,612045,602522,3155755,94283,244382,2256,6638,9106,54812,540,2475,12896,28499,25407,69930,41964,114681,577810,3077153,1784850,1601303,183547,21195,1665,3759,42065,20966,74684,1874500,24,30946,35025,92437,16053,6626,23570,62937,248714,4117796,1861843,2835843
22,Louisiana,107.9601,43204.48872,307435,304505,308857,182553,435859,669213,581554,574271,602097,416721,205263,76034,2892275,1502963,26361,80806,1406,65592,94959,1739497,1113121,626376,527791,581230,282403,206461,92149,32683,16780,2.61,461706,1061388,848474,490514,180464,53075,29532,1154067,3330462,12869,226586,2033758,141020,1333020,67339,591888,65807,11112,852,39970,1524,453,52,29049,1980,28266,3466,104862,6920,1263595,62988,76852,166104,156006,51141,233775,112322,30969,104435,188473,486513,217300,101430,108438,255612,438752,68848,53986,130103,80615,56702,216255,230871,12016,221643,110906,157449,1404118,302812,195563,127934,3331,1739497,166483,103200,106363,103171,93703,87332,76659,73122,66797,128090,152180,194770,133916,85313,87590,80808,1296622,442875,1245387,494110,161136,1578361,265032,1474465,545115,1194382,123960,1615537,30406,1709091,321800,1417697,155909,1583588,295682,791677,489422,2278762,86363,590808,362541,2467969,452290,988888,5873,19853,11780,67516,271,1089,17288,45134,21424,70798,54933,175683,328045,2350613,1847379,1663698,183681,26827,2109,10179,37270,23106,66185,1946870,26,32368,35010,80068,14838,6050,23153,51848,431416,4127478,1869189,2767380
23,Maine,43.29715,30844.80048,64035,69457,72774,46232,108877,158195,152485,185468,210401,158281,75244,34043,1259522,18468,8660,15109,396,3541,29796,559921,347051,212870,165706,220601,81378,60446,20821,7093,3876,2.32,71985,306589,285655,194761,82129,19771,13227,283155,1015015,2138,61821,670417,28922,638178,26564,8321,679,3400,326,8022,224,250,5,1671,105,10575,1019,10216,456,631087,26306,16861,48238,58985,13538,86899,26659,11705,41969,60903,188069,58131,30310,28150,98038,157683,26768,11319,38904,25137,17729,66508,77519,9827,60975,35308,44702,406974,88960,83623,89991,869,559921,31711,28699,28483,27249,26382,27308,26099,24487,23373,44303,59609,77015,51186,29769,28469,25779,416131,143790,394525,165396,80313,479608,135899,424022,207581,352340,36030,523891,16729,543192,122846,437075,66600,493321,37037,208246,93459,700430,22635,236980,136373,1091377,5931,11135,2449,5965,1820,12188,107,289,417,2921,6034,21781,3870,16898,133786,1079751,579057,517694,61363,4886,786,2457,25575,5187,39070,617948,24,8283,11236,36966,7503,3807,9414,26567,103829,1216025,487981,927791
24,Maryland,619.7883,9711.135947,364868,370687,377378,228749,538158,827944,769605,835312,803469,530437,262287,109954,3343003,1799094,16762,378126,3034,272137,206692,2205204,1468166,737038,603142,711639,367386,303676,134989,51831,32541,2.67,405463,1018653,1052168,891511,535947,126397,108869,1536208,4268515,9767,295849,3073886,164396,1745476,70596,896527,72265,8171,521,205232,7729,1449,16,141286,7633,75745,5636,302648,15471,1606000,64268,14778,211476,136133,53542,288230,146469,61135,185317,482861,728931,260686,170651,333677,564379,858273,86358,88651,149563,109958,92189,266567,344714,6307,230969,86272,189686,1848053,660672,256266,304137,4758,2205204,102029,60227,64542,64054,67888,73743,70047,72149,69046,143814,194629,291868,240990,178046,232469,279663,1792384,412820,1743349,461855,239268,1965936,512515,1692689,624129,1581075,98537,2106667,48270,2156934,498314,1706890,217729,1987475,159879,1161366,312536,3363377,67576,811700,218229,3053770,232108,1512023,2438,13757,26145,346069,198,2602,38874,228754,21999,179468,75291,518599,186873,2810755,2522751,2251348,271403,264311,2451,9675,70256,25116,151889,2894560,33,49432,48518,103327,20642,9710,51451,82276,359135,5561644,1910211,4410864
25,Massachusetts,878.1682,7800.958287,361016,365889,395657,248698,697610,973485,836367,938102,926640,633197,317216,156676,5348538,522357,14764,452436,2804,286619,223035,2617497,1659300,958197,745793,870717,432963,360150,138974,45782,23118,2.52,441944,1148525,1102149,1151870,656508,145317,135370,1723161,4916178,10252,366720,3612375,183355,2876122,129135,259161,24088,6346,698,239815,11097,1626,51,141056,11842,88249,6444,370976,30105,2673564,113855,14795,205718,317827,78806,370824,140484,82102,265085,506967,1018564,312504,161589,137110,653027,1037432,125804,72594,197175,120316,109156,338740,378441,8257,234169,143420,193844,2393448,436586,311223,465953,5165,2617497,136512,110420,96506,91136,85186,89940,83254,81871,77635,154823,216290,315954,264127,202015,266881,344947,2067093,550404,1999988,617509,295292,2322205,670301,1947196,786774,1830723,157810,2459687,69797,2547700,467651,2149846,247320,2370177,177630,1172988,407251,3786536,96081,974889,427248,4749022,93577,406688,3175,11092,55298,374634,332,2252,66372,211997,34960,178728,192189,590945,325385,4420161,2743119,2478165,264954,377371,2419,30668,174438,34368,182654,3362383,30,31625,27528,103968,30781,15485,17572,76575,184322,6593146,2456992,5029053
26,Michigan,176.0463,56605.93217,571094,591065,623334,392385,973907,1267775,1165370,1317258,1396734,975417,483853,207073,7813755,1374314,53316,311721,3099,117801,291259,3935041,2517441,1417600,1164019,1384570,575764,473763,211817,77879,47229,2.47,626190,1967316,2234804,1207829,575818,120906,80617,2451348,7177665,21797,509699,4654930,293894,3776035,185451,546693,84147,22426,1907,157344,7258,1424,62,54980,4210,96028,10859,219255,16914,3629530,175017,54008,249736,864823,110922,504533,202787,64709,253538,444032,1087572,444918,215874,157478,669177,1036655,169471,77228,282013,170350,121021,451603,522255,26056,343042,437895,348164,3340347,486680,383272,436784,7847,3935041,260286,172478,185162,194498,186969,200004,183705,182263,165181,318032,400856,501245,341670,215251,220864,206577,2923374,1011667,2835518,1099523,355587,3579454,806438,3128603,1365683,2569358,241441,3693600,92166,3842875,932709,3002332,416537,3518504,425886,1711034,836544,5140139,136097,1491928,871590,6791319,381853,941157,11562,39972,39848,263695,902,2086,27482,88450,65290,216422,110005,384836,803348,6531579,4157688,3753960,403728,66359,3643,19189,101651,28253,184753,4376783,25,49724,61841,201781,45056,20932,28065,142127,542855,9313111,3784591,7039992
27,Minnesota,69.86897,79625.87512,351664,363860,364685,215639,500630,756337,697077,708668,746120,490739,252053,115906,4609049,356515,58011,268181,2194,104032,165396,2185603,1401754,783849,623512,779723,305554,278134,124680,45373,28627,2.49,258391,928450,1220892,892893,327716,83373,55185,1395300,3960298,8964,275956,2958615,111115,2527255,78385,158956,15267,21458,3092,138248,6205,1178,58,52446,3413,59074,4695,140514,9107,2449074,73536,61735,178628,396106,83880,324557,136200,49314,211805,292409,750161,242735,128543,102542,502765,717667,110946,38679,152991,95302,80410,287213,328646,21815,215162,203726,203293,2000946,348678,268125,336014,4852,2185603,92223,79830,77384,84403,81125,87824,86393,88229,83583,161934,221706,310757,231051,157848,171252,170061,1752040,433563,1701763,483840,260985,1924618,527272,1658331,635731,1549872,90769,2094834,71680,2113923,402693,1782910,253016,1932587,154826,1118662,311538,3026467,59701,768893,328497,4186514,98277,245738,16949,37252,35815,226667,310,1830,20139,82293,26078,133728,54309,237688,300500,4052369,2507616,2263435,244181,105979,3626,20919,77891,18914,172531,2734945,24,29871,28670,112905,27280,12049,17034,72235,246184,5259270,1805106,4203234
28,Mississippi,63.59901,46925.54009,186647,197397,206208,123241,295255,387644,371300,372814,382890,273673,137262,50087,1743217,1125623,14269,29605,680,30728,40296,1104394,733981,370413,322644,370955,176631,136161,63833,21250,12920,2.62,306105,601355,633057,269736,118193,27801,19423,769205,2106338,8761,161857,1235224,99733,759456,42046,433781,54158,4927,761,13711,787,411,0,12276,580,10662,1401,35230,2447,738939,40478,30604,82001,164953,30746,141215,77109,14942,56874,84234,308618,119594,58266,66068,139153,259021,38202,29829,74072,49021,31611,125386,135377,9084,120605,106517,117346,833144,225109,103641,70990,2340,1104394,108432,73890,73587,66787,62696,59888,53527,52619,47553,84313,101588,127242,75430,43818,40279,32745,797436,306958,768530,335864,93506,1010888,138879,965515,385644,718750,85915,1018479,22580,1081814,224061,880333,117565,986829,201265,500645,327113,1410051,57408,390285,217458,1477785,341979,739020,4618,9170,3821,24842,136,479,7820,20507,9954,29178,21250,64120,205106,1440069,1154861,1041666,113195,4155,1189,1201,16335,16035,29775,1193776,25,22952,23274,51694,9316,3284,18362,36656,358580,2558306,1138913,1749300
29,Missouri,88.80456,68745.45702,371570,380117,392875,237050,573249,813407,738183,769927,821807,577726,304226,124773,5015904,701334,27084,120654,8231,71335,160368,2414521,1544676,869845,712175,862877,354105,284605,128410,45375,26974,2.46,418266,1270622,1248599,745843,340251,74401,52067,1480841,4403430,13663,303627,2916000,139789,2446178,98998,308385,31260,11983,1032,61087,2110,3576,184,31876,1691,52915,4514,113372,5811,2371907,95553,49332,187131,334298,77650,338087,158084,54524,202509,284735,703593,264776,137963,123318,432792,645193,95916,56292,171516,102541,77372,294717,351999,16652,240184,195041,235785,2008270,349686,250090,301718,6236,2414521,150701,112047,120062,124807,119356,126801,117193,115912,105656,196616,249816,307416,204926,124348,122841,116023,1835978,578543,1774372,640149,247746,2166775,479240,1935281,800304,1614217,131828,2282693,43475,2371046,511112,1903409,259372,2155149,252071,1099277,474886,3126930,83088,886318,569988,4308516,165414,502966,5751,20118,16628,100731,2082,5687,18942,50654,31240,123853,54628,192675,536823,4180794,2614261,2364888,249373,41159,3052,5922,55968,21884,142793,2742246,24,45224,46865,142299,29805,12060,31878,93648,559885,5430752,1908817,4243951
30,Montana,7.218588,145547.7169,61035,63216,65938,38197,98968,133404,124415,122913,151852,114629,55022,21060,930204,5303,66839,8259,807,7076,32161,427871,263548,164323,130828,165446,56139,44433,18608,7175,5242,2.39,46650,208541,236435,155230,52801,14133,9505,238987,776106,2827,48935,512329,21513,465908,16785,2772,196,22340,3382,4846,134,434,25,3418,105,12611,886,17823,930,454228,16298,33427,42152,24428,11772,60883,26466,8463,28384,43992,119795,57853,24334,30380,81445,109708,16332,9947,34630,21275,15021,50631,55946,8592,53673,20357,34772,299610,86764,74648,49469,1838,427871,25711,21685,20441,23007,21875,22999,20764,20493,18553,35979,45283,54903,36341,21169,20636,18032,326805,101066,309689,118182,64681,363190,118505,309366,144987,282884,17256,410615,9596,418275,87719,340152,52491,375380,35091,187642,83700,532805,15814,170169,105206,804732,785,4041,20481,43126,1061,6895,33,752,1147,5636,5892,25434,6968,31872,101180,783987,431019,382930,48089,4110,839,6291,25527,4136,32750,471922,18,11718,10197,30284,5597,2208,7311,18035,93166,942477,390256,701702
31,Nebraska,24.92396,76816.4932,131473,132240,133061,77333,189438,255097,236450,223709,241701,165539,87073,41457,1666871,92406,17673,45655,1327,40253,50386,759176,483908,275268,223276,267189,102147,90136,47025,18805,10598,2.45,107535,326594,417672,262614,96921,22846,16844,506713,1330033,2841,101350,999212,34535,888202,26161,42696,3688,6467,974,23456,1187,589,44,20314,1180,17488,1301,93059,5854,819327,21729,43391,70129,102303,27429,112221,58257,18402,75245,87511,243998,76154,43870,40302,159194,218658,31409,16592,51968,33772,29367,97369,117459,13931,86328,68020,75145,664492,137206,100115,95406,1993,759176,39144,30047,32220,34738,33673,36935,35807,34505,32680,61558,82149,107505,73478,44145,43022,37570,616483,142693,595477,163699,101105,658071,167070,592106,220419,538757,29396,729780,12983,746193,120677,638499,90419,668757,64599,399945,120258,992731,21722,260436,155056,1467475,21924,65846,4679,12195,7633,36457,319,898,7753,30998,9215,39243,41069,161138,124388,1347474,897842,809769,88073,7416,1104,3841,25836,6777,44857,942816,19,14572,15045,38305,9717,3961,12034,23832,153837,1731013,522871,1433665
32,Nevada,27.056,109860.3783,183534,188742,195176,113590,246645,433665,395431,390766,367652,283634,133009,40538,1949707,271005,38026,242267,20022,304947,146408,1098602,698051,400551,313247,372408,165419,132051,68783,28335,18359,2.67,272132,574254,692618,330222,122034,33877,19558,699523,2167117,7441,132718,1406568,92426,928754,55123,116393,13374,16973,1897,127856,6405,9524,788,154255,9819,52813,5020,403190,26039,703435,40955,21066,97988,64737,28879,163565,83731,21414,78121,156878,225489,340877,65091,58732,177484,238797,32951,42325,136738,80262,73339,161639,166180,3268,123639,51337,118609,1070993,164246,119465,49886,1978,1098602,65910,40762,45600,50742,49458,53846,52379,51123,47287,88952,116859,150094,102076,61233,63444,58837,854120,244482,823527,275075,103608,994994,180717,917885,331426,767176,44944,1053658,31657,1066945,219021,879581,111062,987540,121930,547349,222332,1585442,40428,412401,212434,1713200,60361,201776,8750,28332,21679,219204,3272,16380,56565,244026,21629,122274,143547,698270,136336,1308458,1228778,1083498,145280,45712,4089,4698,25149,20417,59500,1328843,25,26979,27493,69081,11608,4153,20505,47948,327013,2609462,999232,1919628
33,New Hampshire,150.5712,8953.400112,63843,70144,76783,49194,127823,165193,154702,195642,209005,141456,65119,29220,1252128,21546,2036,36180,443,7510,28281,532037,349667,182370,140119,203470,82817,68250,24661,8076,4644,2.46,66206,263321,275073,218013,104407,19451,13866,306551,1004308,1802,69665,729701,27430,683736,24682,10366,911,1214,32,19662,682,218,33,3924,373,10581,717,23994,1693,665826,23585,5504,49625,92548,19290,89698,27974,14937,45841,80967,180605,62668,31355,28689,120355,180658,21803,11971,40531,24309,18693,78694,80451,2736,59373,45749,44378,481692,95178,69237,82710,884,532037,20057,15842,18218,19238,18967,21094,18255,19242,18579,37813,52853,74918,59506,39880,48523,49052,424525,107512,408807,123230,65901,466136,134259,397778,178655,353382,24888,507149,12870,519167,111483,420554,53715,478322,23451,231094,62221,760564,13010,214673,87500,1127631,3840,15533,215,1720,3158,31515,80,335,817,6357,3072,23240,7849,39960,81748,1097913,632521,576161,56360,6735,936,1814,19104,6051,47427,667161,28,8608,11963,32829,6958,3075,7631,25034,79069,1252217,415056,1020752
